timestamp,battery_id,test_type,voltage,current,temperature,capacity,retention_rate,cycle_number,status,duration_minutes
2025-06-28 14:47:00,BAT_017,impedance,3.527,2.222,25.1,2069.4,82.69,443,pass,104
2025-06-02 17:53:00,BAT_001,charge,3.43,1.82,26.0,2577.7,73.42,334,pass,106
2025-06-25 15:30:00,BAT_010,discharge,3.848,2.58,14.8,2998.6,58.63,222,fail,79
2025-07-02 10:53:00,BAT_001,charge,3.304,1.459,23.8,2498.8,85.49,41,pass,40
2025-06-27 11:41:00,BAT_013,discharge,4.249,2.308,21.6,2667.7,89.23,196,pass,124
2025-06-15 09:05:00,BAT_011,impedance,4.054,2.297,20.0,2516.4,63.1,68,pass,99
2025-07-07 16:01:00,BAT_017,impedance,3.559,1.845,23.6,2480.2,73.92,476,pass,45
2025-07-15 15:00:00,BAT_007,discharge,3.186,2.163,34.0,2683.8,86.95,264,fail,97
2025-06-19 18:39:00,BAT_002,cycle,4.106,1.374,28.2,2441.9,98.46,2,pass,128
2025-07-30 10:47:00,BAT_013,discharge,3.666,2.462,,2553.5,82.17,361,pass,77
2025-06-07 08:19:00,BAT_010,cycle,4.071,1.908,27.9,2564.3,76.18,125,pending,93
2025-06-28 14:23:00,BAT_002,charge,3.222,1.739,32.0,2366.4,80.54,110,pass,119
2025-06-29 17:56:00,BAT_016,charge,3.52,2.525,29.6,2698.4,93.0,86,pending,105
2025-07-27 01:21:00,BAT_009,charge,3.702,1.648,25.3,2465.0,76.83,425,pass,168
2025-07-03 14:41:00,BAT_019,impedance,3.714,1.296,21.8,2348.9,75.61,120,fail,130
2025-06-16 10:21:00,BAT_014,charge,3.565,1.222,28.5,2607.3,78.14,127,pass,118
2025-06-06 14:56:00,BAT_019,cycle,3.887,2.303,27.0,2320.3,74.37,255,pass,47
2025-06-08 06:23:00,BAT_002,charge,3.38,1.36,29.5,2505.6,82.98,183,fail,48
2025-07-12 16:04:00,BAT_007,discharge,3.657,2.877,28.2,2498.2,95.0,16,fail,84
2025-07-21 07:04:00,BAT_018,discharge,3.736,0.959,30.2,2717.2,84.58,477,fail,131
2025-06-26 10:13:00,BAT_010,impedance,3.854,2.848,22.3,2594.9,79.98,62,pass,147
2025-06-29 17:40:00,BAT_007,discharge,3.913,2.106,31.6,2495.0,79.67,369,fail,163
2025-06-15 07:27:00,BAT_006,cycle,3.363,1.952,26.0,2663.6,69.49,432,fail,33
2025-07-03 09:14:00,BAT_014,charge,3.24,1.728,,2778.0,89.06,158,pass,137
2025-07-28 12:35:00,BAT_006,impedance,4.083,2.2,21.6,2611.6,81.38,268,fail,144
